Date,Product ID,Product Name,Category,Warehouse/Store ID,Base Cost Price,Base_Margin_Rate,Base_List_Price,Dynamic_Price,Competitor_Price,Is_Promo,Month,Units_Sold,Revenue,Cost_of_Goods_Sold,Gross_Profit,Stock_Level,Base_Demand,Revenue_Improvement_Target_Min,Revenue_Improvement_Target_Max,Profit_Margin_Improvement_Target_Min,Profit_Margin_Improvement_Target_Max,Conversion_Rate_Improvement_Target_Min,Conversion_Rate_Improvement_Target_Max,Inventory_Turnover_Improvement_Target_Min,Inventory_Turnover_Improvement_Target_Max
2023-01-01,P0008,Product_8,Sports,W032,676.78,0.20414406886177477,814.94,854.29,910.44,0,1,32,27337.28,21656.96,5680.32,37,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0019,Product_19,Electronics,W012,600.35,0.18310410207345795,710.28,685.28,675.47,0,1,15,10279.2,9005.25,1273.9500000000007,56,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0031,Product_31,Clothing,W018,749.0,0.2728534600111375,953.37,957.11,930.74,0,1,38,36370.18,28462.0,7908.18,109,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0051,Product_51,Automotive,W042,382.45,0.3951082631365513,533.56,544.62,546.32,0,1,9,4901.58,3442.05,1459.5299999999997,74,20,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0082,Product_82,Electronics,W046,282.51,0.3101499542972242,370.13,376.02,372.08,0,1,27,10152.54,7627.77,2524.7700000000004,81,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0086,Product_86,Electronics,W010,285.69,0.23159689907296893,351.85,350.73,371.04,0,1,22,7716.06,6285.18,1430.88,115,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0122,Product_122,Grocery,W041,404.56,0.21607517848020102,491.98,519.81,506.78,0,1,65,33787.65,26296.4,7491.25,169,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0139,Product_139,Grocery,W020,556.66,0.19675812516539942,666.19,621.78,547.02,0,1,72,44768.16,40079.52,4688.640000000007,96,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0165,Product_165,Sports,W026,336.06,0.2759664907191237,428.8,411.19,410.92,0,1,34,13980.46,11426.04,2554.4199999999983,57,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0174,Product_174,Clothing,W039,392.62,0.43310273545838285,562.66,471.54,454.83,1,1,51,24048.54,20023.62,4024.920000000002,139,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0186,Product_186,Sports,W008,562.42,0.3523534128766203,760.59,772.25,775.98,0,1,25,19306.25,14060.5,5245.75,77,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0191,Product_191,Clothing,W026,796.75,0.31887674640884667,1050.82,998.82,972.15,0,1,39,38953.98,31073.25,7880.730000000003,156,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0212,Product_212,Health,W002,490.17,0.26945291394679666,622.25,654.86,591.99,0,1,38,24884.68,18626.46,6258.220000000001,48,40,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0220,Product_220,Grocery,W009,84.54,0.10773937099880651,93.65,94.69,99.77,0,1,69,6533.61,5833.26,700.3499999999995,177,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0221,Product_221,Grocery,W031,703.8,0.2004876196825059,844.9,857.84,796.82,0,1,72,61764.48,50673.6,11090.880000000005,135,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0230,Product_230,Furniture,W030,326.53,0.20311188333427566,392.85,338.31,365.64,1,1,16,5412.96,5224.48,188.48000000000047,128,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0250,Product_250,Furniture,W049,181.64,0.259398621009665,228.76,186.35,185.9,1,1,19,3540.65,3451.16,89.49000000000024,54,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0251,Product_251,Sports,W022,705.01,0.3328140380431745,939.65,969.55,882.39,0,1,22,21330.1,15510.22,5819.879999999999,163,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0263,Product_263,Furniture,W039,637.62,0.18113825203541975,753.12,738.5,725.78,0,1,8,5908.0,5100.96,807.04,78,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0264,Product_264,Sports,W047,480.17,0.20948309047590116,580.76,582.67,555.46,0,1,26,15149.42,12484.42,2665.0,150,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0269,Product_269,Furniture,W049,647.93,0.21260243652828048,785.68,759.54,831.97,0,1,0,0.0,0.0,0.0,79,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0300,Product_300,Clothing,W010,160.45,0.2961138391610038,207.96,209.1,190.78,0,1,17,3554.7,2727.65,827.0499999999997,45,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0322,Product_322,Electronics,W050,419.09,0.15697303204676497,484.88,486.83,451.2,0,1,30,14604.9,12572.7,2032.199999999999,159,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0331,Product_331,Electronics,W035,740.75,0.157084473683709,857.11,755.56,778.68,1,1,44,33244.64,32593.0,651.6399999999994,192,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0332,Product_332,Grocery,W036,204.17,0.14935770480548066,234.66,234.32,245.74,0,1,75,17574.0,15312.75,2261.25,224,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0340,Product_340,Grocery,W028,678.66,0.1798903779101143,800.74,748.75,740.22,1,1,116,86855.0,78724.56,8130.440000000002,128,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0350,Product_350,Clothing,W029,675.75,0.38242240202131295,934.17,953.19,939.57,0,1,31,29548.89,20948.25,8600.64,76,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0377,Product_377,Grocery,W032,88.55,0.12896992968809395,99.97,94.58,84.72,0,1,64,6053.12,5667.2,385.9200000000001,74,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0450,Product_450,Electronics,W009,441.03,0.1807316076322225,520.74,449.85,418.98,1,1,42,18893.7,18523.26,370.4400000000023,130,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0454,Product_454,Grocery,W013,325.36,0.21951967417960414,396.78,440.03,444.19,0,1,74,32562.22,24076.64,8485.580000000002,81,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0457,Product_457,Furniture,W039,198.64,0.2961013516336533,257.46,253.24,216.77,0,1,1,253.24,198.64,54.60000000000002,37,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0465,Product_465,Grocery,W009,406.43,0.13383102136656033,460.82,418.61,431.2,0,1,78,32651.58,31701.54,950.0400000000009,163,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0469,Product_469,Sports,W046,606.87,0.30624750899941205,792.72,837.24,838.33,0,1,33,27628.92,20026.71,7602.209999999999,92,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-01,P0474,Product_474,Grocery,W019,576.97,0.2020684939538988,693.56,687.88,697.04,0,1,70,48151.6,40387.9,7763.699999999997,120,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0003,Product_3,Automotive,W033,274.79,0.34521911721248016,369.65,395.61,410.68,0,1,6,2373.66,1648.74,724.9199999999998,117,20,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0009,Product_9,Electronics,W026,171.62,0.2802734421976492,219.72,232.9,230.71,0,1,16,3726.4,2745.92,980.48,27,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0035,Product_35,Health,W003,359.82,0.24519801712463385,448.05,434.42,443.28,0,1,37,16073.54,13313.34,2760.2000000000007,57,40,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0046,Product_46,Clothing,W026,156.76,0.40609914150921755,220.42,210.17,238.99,0,1,31,6515.27,4859.56,1655.71,46,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0053,Product_53,Sports,W006,57.49,0.3003149664002086,74.76,73.99,78.2,0,1,26,1923.74,1494.74,429.0,89,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0081,Product_81,Clothing,W011,502.24,0.35531569333185875,680.69,659.99,596.52,0,1,31,20459.69,15569.44,4890.249999999998,144,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0098,Product_98,Furniture,W005,469.22,0.29864745383465313,609.35,584.22,616.7,0,1,7,4089.54,3284.54,805.0,135,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0103,Product_103,Clothing,W020,696.35,0.2782163697555427,890.09,942.77,930.64,1,1,42,39596.34,29246.7,10349.639999999996,158,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0126,Product_126,Clothing,W033,451.89,0.444909453039774,652.94,571.64,630.11,1,1,52,29725.28,23498.28,6227.0,123,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0136,Product_136,Electronics,W046,445.81,0.2897691706321809,574.99,583.08,674.2,0,1,35,20407.8,15603.35,4804.449999999999,50,25,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0246,Product_246,Grocery,W020,208.05,0.16067281745227763,241.48,212.21,214.23,1,1,113,23979.73,23509.65,470.0799999999981,256,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0248,Product_248,Clothing,W028,216.13,0.41079539588017955,304.92,318.11,340.85,0,1,33,10497.63,7132.29,3365.3399999999992,153,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0298,Product_298,Clothing,W035,332.23,0.3303160472850975,441.97,454.79,402.25,0,1,33,15008.07,10963.59,4044.4799999999996,81,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0309,Product_309,Grocery,W029,289.16,0.19446668844942297,345.39,362.11,404.23,0,1,75,27158.25,21687.0,5471.25,202,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0311,Product_311,Sports,W048,44.81,0.2932868660017506,57.95,52.59,59.13,0,1,25,1314.75,1120.25,194.5,125,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0314,Product_314,Health,W025,297.67,0.21643267151321383,362.1,362.59,409.78,0,1,31,11240.29,9227.77,2012.5200000000004,46,40,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0324,Product_324,Sports,W020,314.28,0.35482282695522627,425.79,435.55,454.17,0,1,31,13502.05,9742.68,3759.369999999999,133,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0382,Product_382,Furniture,W050,34.23,0.22520344343841583,41.94,41.47,43.99,0,1,21,870.87,718.83,152.03999999999996,139,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0387,Product_387,Furniture,W046,735.57,0.1822113262485861,869.6,956.15,954.66,0,1,10,9561.5,7355.7,2205.8,15,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0413,Product_413,Furniture,W042,448.16,0.27825427720285123,572.86,568.39,532.31,0,1,11,6252.29,4929.76,1322.5299999999997,107,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-02,P0419,Product_419,Automotive,W044,111.02,0.2204387239387438,135.49,129.71,127.09,0,1,15,1945.65,1665.3,280.35000000000014,97,20,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0017,Product_17,Furniture,W011,331.08,0.19473729382148805,395.55,390.0,370.79,0,1,7,2730.0,2317.56,412.44000000000005,115,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0052,Product_52,Health,W009,526.82,0.24425845832238183,655.5,642.23,581.3,1,1,49,31469.27,25814.18,5655.09,66,40,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0143,Product_143,Clothing,W011,352.35,0.3882443715219309,489.15,476.46,510.94,0,1,31,14770.26,10922.85,3847.41,88,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0151,Product_151,Clothing,W050,693.25,0.3494929787959781,935.54,944.03,1013.9,0,1,37,34929.11,25650.25,9278.86,94,35,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0156,Product_156,Health,W032,293.17,0.2173097750719235,356.88,334.85,337.47,0,1,31,10380.35,9088.27,1292.08,70,40,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0170,Product_170,Sports,W017,600.49,0.33877746659638613,803.92,704.51,738.4,1,1,43,30293.93,25821.07,4472.860000000001,48,30,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0176,Product_176,Health,W022,432.13,0.26545665338111407,546.84,440.77,445.31,1,1,58,25564.66,25063.54,501.119999999999,195,40,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0210,Product_210,Furniture,W044,238.22,0.29498049516047165,308.49,293.18,305.29,0,1,16,4690.88,3811.52,879.3600000000001,138,10,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0255,Product_255,Automotive,W017,37.3,0.28350121680557844,47.87,46.54,50.97,0,1,11,511.94,410.3,101.63999999999999,87,20,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0255,Product_255,Automotive,W009,37.3,0.28350121680557844,47.87,38.26,35.43,1,1,26,994.76,969.8,24.960000000000036,105,20,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
2023-01-03,P0266,Product_266,Grocery,W021,348.02,0.10563951598093914,384.78,391.02,383.14,0,1,60,23461.2,20881.2,2580.0,184,80,0.08,0.12,0.03,0.06,0.05,0.1,0.1,0.18
